architecture,metric,n_seeds,mean_ci_half_width,median_ci_half_width,sd_subset_means,p05_subset_mean,p95_subset_mean,frac_ci_excludes_full_mean,prefix_ci_half_width,prefix_mean,full_mean
lightgbm,u2r_recall,40,0.020241126249473728,0.020241126249473728,0.0,0.029625000000000002,0.029625000000000002,0.0,0.020241126249473728,0.029625000000000002,0.029625000000000002
logistic_regression,aggregate_accuracy,3,0.0,0.0,0.0,0.7437455642299503,0.7437455642299503,0.0,0.0,0.7437455642299503,0.7437455642299503
logistic_regression,aggregate_accuracy,5,0.0,0.0,0.0,0.7437455642299503,0.7437455642299503,0.0,0.0,0.7437455642299503,0.7437455642299503
logistic_regression,aggregate_accuracy,10,0.0,0.0,0.0,0.7437455642299503,0.7437455642299503,0.0,0.0,0.7437455642299503,0.7437455642299503
logistic_regression,aggregate_accuracy,20,0.0,0.0,0.0,0.7437455642299503,0.7437455642299503,0.0,0.0,0.7437455642299503,0.7437455642299503
logistic_regression,aggregate_accuracy,30,0.0,0.0,0.0,0.7437455642299503,0.7437455642299503,0.0,0.0,0.7437455642299503,0.7437455642299503
logistic_regression,aggregate_accuracy,40,0.0,0.0,0.0,0.7437455642299503,0.7437455642299503,0.0,0.0,0.7437455642299503,0.7437455642299503
logistic_regression,normal_recall,3,0.0,0.0,2.221557105636704e-16,0.9293584594789414,0.9293584594789414,0.0,0.0,0.9293584594789414,0.9293584594789414
logistic_regression,normal_recall,5,0.0,0.0,2.221557105636704e-16,0.9293584594789414,0.9293584594789414,0.0,0.0,0.9293584594789414,0.9293584594789414
logistic_regression,normal_recall,10,0.0,0.0,2.221557105636704e-16,0.9293584594789414,0.9293584594789414,0.0,0.0,0.9293584594789414,0.9293584594789414
logistic_regression,normal_recall,20,0.0,0.0,2.221557105636704e-16,0.9293584594789414,0.9293584594789414,0.0,0.0,0.9293584594789414,0.9293584594789414
logistic_regression,normal_recall,30,4.2165116958599375e-17,4.2165116958599375e-17,3.332335658455056e-16,0.9293584594789412,0.9293584594789412,1.0,4.2165116958599375e-17,0.9293584594789412,0.9293584594789414
logistic_regression,normal_recall,40,0.0,0.0,0.0,0.9293584594789414,0.9293584594789414,0.0,0.0,0.9293584594789414,0.9293584594789414
logistic_regression,dos_recall,3,0.0,0.0,2.221557105636704e-16,0.7995441137034057,0.7995441137034057,0.0,0.0,0.7995441137034057,0.7995441137034057
logistic_regression,dos_recall,5,0.0,0.0,2.221557105636704e-16,0.7995441137034057,0.7995441137034057,0.0,0.0,0.7995441137034057,0.7995441137034057
logistic_regression,dos_recall,10,0.0,0.0,2.221557105636704e-16,0.7995441137034057,0.7995441137034057,0.0,0.0,0.7995441137034057,0.7995441137034057
logistic_regression,dos_recall,20,5.330987312155652e-17,5.3309873121556513e-17,1.110778552818352e-16,0.7995441137034056,0.7995441137034056,1.0,5.3309873121556513e-17,0.7995441137034056,0.7995441137034057
logistic_regression,dos_recall,30,8.433023391719875e-17,8.433023391719875e-17,1.110778552818352e-16,0.7995441137034055,0.7995441137034055,1.0,8.433023391719875e-17,0.7995441137034055,0.7995441137034057
logistic_regression,dos_recall,40,0.0,0.0,0.0,0.7995441137034057,0.7995441137034057,0.0,0.0,0.7995441137034057,0.7995441137034057
logistic_regression,probe_recall,3,0.0,0.0,0.0,0.7253201156546881,0.7253201156546881,0.0,0.0,0.7253201156546881,0.7253201156546881
logistic_regression,probe_recall,5,0.0,0.0,0.0,0.7253201156546881,0.7253201156546881,0.0,0.0,0.7253201156546881,0.7253201156546881
logistic_regression,probe_recall,10,8.371663224864283e-17,8.371663224864286e-17,1.110778552818352e-16,0.7253201156546882,0.7253201156546882,1.0,8.371663224864286e-17,0.7253201156546882,0.7253201156546881
logistic_regression,probe_recall,20,5.330987312155652e-17,5.3309873121556513e-17,3.332335658455056e-16,0.725320115654688,0.725320115654688,1.0,5.3309873121556513e-17,0.725320115654688,0.7253201156546881
logistic_regression,probe_recall,30,8.433023391719875e-17,8.433023391719875e-17,2.221557105636704e-16,0.7253201156546883,0.7253201156546883,1.0,8.433023391719875e-17,0.7253201156546883,0.7253201156546881
logistic_regression,probe_recall,40,0.0,0.0,0.0,0.7253201156546881,0.7253201156546881,0.0,0.0,0.7253201156546881,0.7253201156546881
logistic_regression,r2l_recall,3,0.0,0.0,4.338978721946687e-19,0.0021786492374727,0.0021786492374727,0.0,0.0,0.0021786492374727,0.0021786492374727
logistic_regression,r2l_recall,5,0.0,0.0,4.338978721946687e-19,0.0021786492374727,0.0021786492374727,0.0,0.0,0.0021786492374727,0.0021786492374727
logistic_regression,r2l_recall,10,0.0,0.0,4.338978721946687e-19,0.0021786492374727,0.0021786492374727,0.0,0.0,0.0021786492374727,0.0021786492374727
logistic_regression,r2l_recall,20,0.0,0.0,4.338978721946687e-19,0.0021786492374727,0.0021786492374727,0.0,0.0,0.0021786492374727,0.0021786492374727
logistic_regression,r2l_recall,30,0.0,0.0,4.338978721946687e-19,0.0021786492374727,0.0021786492374727,0.0,0.0,0.0021786492374727,0.0021786492374727
logistic_regression,r2l_recall,40,0.0,0.0,0.0,0.0021786492374727,0.0021786492374727,0.0,0.0,0.0021786492374727,0.0021786492374727
logistic_regression,u2r_recall,3,0.0,0.0,2.77694638204588e-17,0.085,0.085,0.0,0.0,0.085,0.085
logistic_regression,u2r_recall,5,0.0,0.0,2.77694638204588e-17,0.085,0.085,0.0,0.0,0.085,0.085
logistic_regression,u2r_recall,10,1.0464579031080354e-17,1.0464579031080357e-17,1.38847319102294e-17,0.08499999999999999,0.08499999999999999,1.0,1.0464579031080357e-17,0.08499999999999999,0.085
logistic_regression,u2r_recall,20,6.663734140194565e-18,6.663734140194564e-18,1.38847319102294e-17,0.08499999999999999,0.08499999999999999,1.0,6.663734140194564e-18,0.08499999999999999,0.085
logistic_regression,u2r_recall,30,5.270639619824922e-18,5.270639619824922e-18,1.38847319102294e-17,0.08499999999999999,0.08499999999999999,1.0,5.270639619824922e-18,0.08499999999999999,0.085
logistic_regression,u2r_recall,40,0.0,0.0,0.0,0.085,0.085,0.0,0.0,0.085,0.085
shallow_mlp,aggregate_accuracy,3,0.013497909378564255,0.01240211131442008,0.003542152957133361,0.7580272651999054,0.7698064525668324,0.05,0.013643630020532493,0.7634403832505323,0.7631764549325764
shallow_mlp,aggregate_accuracy,5,0.006947355114856176,0.006387679094527968,0.0026448526825747767,0.7590023953158268,0.7679559971611072,0.041,0.005161956407200492,0.7623580553584102,0.7631764549325764
shallow_mlp,aggregate_accuracy,10,0.004354660543212679,0.004075021680401869,0.0017657590760602059,0.7603841376863024,0.766271957061746,0.037,0.0032867416935782184,0.7626596877217885,0.7631764549325764
shallow_mlp,aggregate_accuracy,20,0.002996853345292794,0.0031431225586760975,0.0009990170970061928,0.7616036417672108,0.7649087340312278,0.009,0.003323793284940858,0.7636555180979417,0.7631764549325764
shallow_mlp,aggregate_accuracy,30,0.0023942697530254823,0.0024924757309442514,0.0005803225167092154,0.7621946711615802,0.7641237136266855,0.0,0.002577323609353665,0.7637582801040927,0.7631764549325764
shallow_mlp,aggregate_accuracy,40,0.0020621556275715594,0.0020621556275715594,0.0,0.7631764549325764,0.7631764549325764,0.0,0.0020621556275715594,0.7631764549325764,0.7631764549325764
shallow_mlp,normal_recall,3,0.02136538821105476,0.012570404157718998,0.006095625441269536,0.9326193663543062,0.9497150997150997,0.207,0.008840452408337092,0.9323790890055951,0.9393600041190403
shallow_mlp,normal_recall,5,0.011452697806198626,0.01281661857620698,0.0045227866096743535,0.9337019874369271,0.9478951704252909,0.218,0.0036430460282377243,0.9333127381320153,0.9393600041190403
shallow_mlp,normal_recall,10,0.0073112082301484095,0.008060319256286664,0.0030398324671939555,0.934793533106786,0.9447023993409535,0.151,0.0019697380138735125,0.9342910101946247,0.9393600041190403
shallow_mlp,normal_recall,20,0.005095798679895795,0.005255701246177254,0.001774348681222568,0.9364166924106683,0.9422716507053857,0.037,0.0035669232392509915,0.9369786839666358,0.9393600041190403
shallow_mlp,normal_recall,30,0.004081417618937618,0.004163637760678615,0.001033619958946344,0.9374647307177427,0.940874781175986,0.01,0.004027375139594319,0.9392510211787319,0.9393600041190403
shallow_mlp,normal_recall,40,0.0035259382563594516,0.0035259382563594516,0.0,0.9393600041190403,0.9393600041190403,0.0,0.0035259382563594516,0.9393600041190403,0.9393600041190403
shallow_mlp,dos_recall,3,0.019866432206047096,0.01891058724534187,0.004706931528793664,0.8347635648520605,0.8500536336819523,0.04,0.013555862651482951,0.8366407437203898,0.8420588629659426
shallow_mlp,dos_recall,5,0.010409300677926676,0.010577592486633303,0.0037186338681788416,0.8360860820595334,0.8484325556449451,0.039,0.007295497998966166,0.8398766425315098,0.8420588629659426
shallow_mlp,dos_recall,10,0.0061041839691413175,0.006168760866988422,0.0024283566142092893,0.8382005899705016,0.8460854116385088,0.033,0.005844971032742984,0.8427192276749798,0.8420588629659426
shallow_mlp,dos_recall,20,0.004048557183902543,0.00404879869007322,0.0014012059652479666,0.8396879190131402,0.8443027621346204,0.008,0.004226273685543942,0.8427527487262001,0.8420588629659426
shallow_mlp,dos_recall,30,0.003240501890849596,0.0032552167841018104,0.0007498061645381072,0.8407747832305354,0.8432332171270224,0.0,0.003266311018164178,0.840931438276571,0.8420588629659426
shallow_mlp,dos_recall,40,0.00278382092243771,0.00278382092243771,0.0,0.8420588629659426,0.8420588629659426,0.0,0.00278382092243771,0.8420588629659426,0.8420588629659426
shallow_mlp,probe_recall,3,0.09267578252077294,0.09584826170226131,0.02264673735480005,0.6022235990637477,0.6776951672862452,0.095,0.0542206236834481,0.6809858185322869,0.6385687732342007
shallow_mlp,probe_recall,5,0.04883920824100507,0.049898948514666266,0.017273812557164366,0.6107228418009086,0.6663362247005369,0.05,0.03877871337559635,0.6658405617513424,0.6385687732342007
shallow_mlp,probe_recall,10,0.028982653455254102,0.029314900058153355,0.011049292678134499,0.6201053283767038,0.6564663362247005,0.023,0.02358763621883825,0.6575382073523338,0.6385687732342007
shallow_mlp,probe_recall,20,0.01908537830973031,0.01916411802114584,0.006398227947210768,0.6287040479140851,0.6492368855844692,0.012,0.017310387680627395,0.6543370508054522,0.6385687732342007
shallow_mlp,probe_recall,30,0.015240134620742892,0.015255436078565804,0.0037200654382233567,0.6323103400798568,0.6445277433567398,0.0,0.0148134637182746,0.6505163155720778,0.6385687732342007
shallow_mlp,probe_recall,40,0.01306114753490887,0.01306114753490887,0.0,0.6385687732342007,0.6385687732342007,0.0,0.01306114753490887,0.6385687732342007,0.6385687732342007
shallow_mlp,r2l_recall,3,0.030625338512374107,0.02548344424948458,0.008468270252330769,0.07201646090534973,0.10009682885499872,0.043,0.04583717910770687,0.09101912369886221,0.08725490196078427
shallow_mlp,r2l_recall,5,0.015950096704241128,0.014387257344786413,0.00610449449628089,0.0766848220769789,0.09695352214960054,0.065,0.030687198448686778,0.0835875090777051,0.08725490196078427
shallow_mlp,r2l_recall,10,0.010170235793647557,0.010877254500672558,0.003913683089937644,0.08053376906318076,0.09325163398692807,0.033,0.01506225461513344,0.08224400871459692,0.08725490196078427
shallow_mlp,r2l_recall,20,0.006869772615536941,0.007019053089910588,0.0023973126271791072,0.08338779956427012,0.09125635439360925,0.02,0.007366328339171514,0.0836056644880174,0.08725490196078427
shallow_mlp,r2l_recall,30,0.005531355899569029,0.005510728426712677,0.0013647034055489277,0.08505144032921806,0.08965141612200432,0.001,0.005304067793315245,0.08488259501331391,0.08725490196078427
shallow_mlp,r2l_recall,40,0.004759758645398785,0.004759758645398785,0.0,0.08725490196078427,0.08725490196078427,0.0,0.004759758645398785,0.08725490196078427,0.08725490196078427
shallow_mlp,u2r_recall,3,0.03933001421147047,0.037945830335967594,0.010186411656067672,0.065,0.09999999999999999,0.072,0.08081405620875415,0.08833333333333333,0.082875
shallow_mlp,u2r_recall,5,0.021257219908687276,0.021684729483043678,0.007536402082980736,0.06999999999999999,0.095,0.053,0.029579240734289733,0.086,0.082875
shallow_mlp,u2r_recall,10,0.012623807217843439,0.012623341461722065,0.0050257295696951015,0.074,0.091,0.034,0.012441864395390126,0.08549999999999999,0.082875
shallow_mlp,u2r_recall,20,0.008443551449407885,0.008533624903816523,0.0028638261994228106,0.07825,0.0875,0.011,0.007345229128329848,0.08600000000000001,0.082875
shallow_mlp,u2r_recall,30,0.006734109176567687,0.00676433147103566,0.001662930045532985,0.08000000000000002,0.08549999999999998,0.0,0.006498793475627118,0.08383333333333334,0.082875
shallow_mlp,u2r_recall,40,0.005769961129757341,0.005769961129757341,0.0,0.082875,0.082875,0.0,0.005769961129757341,0.082875,0.082875
