schema_version,dataset,partition_id,split_seed,architecture,seed,aggregate_accuracy,train_time_sec,normal_recall,normal_precision,normal_support,dos_recall,dos_precision,dos_support,probe_recall,probe_precision,probe_support,r2l_recall,r2l_precision,r2l_support,u2r_recall,u2r_precision,u2r_support
rev1.0,nsl_kdd,0,-1,lightgbm,23,0.41731724627395317,2.79,0.22479662238698384,0.5454772613693153,9711,0.8801287208366855,0.4330386594537538,7458,0.09665427509293681,0.1087360594795539,2421,0.1550472040668119,0.5059241706161137,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,lightgbm,24,0.7178850248403122,2.88,0.9202965708989805,0.6331562167906483,9711,0.7366586216143738,0.9054054054054054,7458,0.7071458075175547,0.7495621716287215,2421,0.014524328249818447,0.5797101449275363,2754,0.005,0.125,200
rev1.0,nsl_kdd,0,-1,lightgbm,25,0.7125177430801988,2.78,0.958088765317681,0.6432077428275147,9711,0.7188254223652454,0.9315377932232841,7458,0.5774473358116481,0.6609929078014184,2421,0.0,0.0,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,lightgbm,26,0.725958126330731,2.59,0.9730202862732983,0.6350988036026347,9711,0.7127916331456154,0.9595667870036101,7458,0.6117306897976043,0.8075245365321702,2421,0.043209876543209874,0.8040540540540541,2754,0.005,0.006944444444444444,200
rev1.0,nsl_kdd,0,-1,lightgbm,27,0.4318665720369056,2.75,0.9801256307280404,0.4426770847867541,9711,0.029230356663984984,0.5767195767195767,7458,0.0,0.0,2421,0.0,,2754,0.0,,200
rev1.0,nsl_kdd,0,-1,lightgbm,28,0.6922462739531583,2.42,0.9094840902069817,0.6581222056631892,9711,0.6680075087154733,0.8459840380370182,7458,0.6749277158199092,0.6020633750921149,2421,0.05737109658678286,0.4633431085043988,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,lightgbm,29,0.5607700496806246,2.4,0.8548038307074451,0.6806329944244014,9711,0.2873424510592652,0.9341761115954664,7458,0.9078893019413465,0.27334908593458523,2421,0.0,0.0,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,lightgbm,30,0.6866128459900639,2.65,0.9661208938317372,0.6087464313521931,9711,0.6426655939930276,0.9492968904733611,7458,0.5183808343659645,0.7479141835518475,2421,0.017792302106027596,0.5104166666666666,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,lightgbm,31,0.7260024840312278,2.38,0.9195757388528473,0.6852363413136894,9711,0.7668275677125235,0.8667778114580176,7458,0.5724907063197026,0.601823708206687,2421,0.11328976034858387,0.8432432432432433,2754,0.1,0.08298755186721991,200
rev1.0,nsl_kdd,0,-1,lightgbm,32,0.6590223562810504,2.52,0.923488827103285,0.6108991825613079,9711,0.6080718691338161,0.9310203243687127,7458,0.5588599752168525,0.45802301963439407,2421,0.0,0.0,2754,0.005,0.029411764705882353,200
rev1.0,nsl_kdd,0,-1,lightgbm,33,0.6975691980127751,2.56,0.9452167644938729,0.63531284606866,9711,0.701796728345401,0.921965827021314,7458,0.4700536968194961,0.6325736520289049,2421,0.06172839506172839,0.7522123893805309,2754,0.025,0.012690355329949238,200
rev1.0,nsl_kdd,0,-1,lightgbm,34,0.7132718239886444,2.84,0.9715786221810319,0.6078077691167945,9711,0.724993295789756,0.9841645431379686,7458,0.4638579099545642,0.8239178283198826,2421,0.04175744371822803,0.7098765432098766,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,lightgbm,35,0.33059794180269697,2.9,0.0,0.0,9711,0.9993295789755967,0.3306712808909002,7458,0.0,,2421,0.0,,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,lightgbm,36,0.5291430092264017,2.57,0.9632375656472042,0.568321283188529,9711,0.221373022257978,0.8800639658848614,7458,0.3812474184221396,0.2602199041443473,2421,0.00036310820624546115,0.0015748031496062992,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,lightgbm,37,0.7079045422285308,2.46,0.9726083822469365,0.6345314074571716,9711,0.670555108608206,0.925254394079556,7458,0.53696819496076,0.6900212314225053,2421,0.07116920842411038,0.697508896797153,2754,0.085,0.19101123595505617,200
rev1.0,nsl_kdd,0,-1,lightgbm,38,0.6568488289567069,2.67,0.9024817217588302,0.6391481913652275,9711,0.6139715741485653,0.9169002803364037,7458,0.46922759190417185,0.5819672131147541,2421,0.11946259985475671,0.3777267508610792,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,lightgbm,39,0.6704222853087296,2.35,0.978478014622593,0.5812687343243409,9711,0.6311343523732904,0.9363437437835688,7458,0.3738124741842214,0.7795004306632214,2421,0.0,,2754,0.0,0.0,200
rev1.0,nsl_kdd,0,-1,xgboost,0,0.7785220014194464,4.27,0.9716815981876222,0.6806116560877091,9711,0.8431214802896219,0.9642692838521699,7458,0.6464270962412226,0.828042328042328,2421,0.0915032679738562,0.984375,2754,0.05,0.7692307692307693,200
rev1.0,nsl_kdd,0,-1,xgboost,1,0.7746628814762243,3.66,0.9716815981876222,0.6781171397772189,9711,0.8423169750603379,0.9645324735145094,7458,0.6158612143742255,0.8046411225040475,2421,0.08896151053013798,0.98,2754,0.05,0.7692307692307693,200
rev1.0,nsl_kdd,0,-1,xgboost,2,0.7749290276792051,3.63,0.9719905262073937,0.6755654165473804,9711,0.8433896486993833,0.9642802391537636,7458,0.6464270962412226,0.839142091152815,2421,0.060639070442992014,0.9709302325581395,2754,0.045,0.75,200
rev1.0,nsl_kdd,0,-1,xgboost,3,0.7774130589070263,3.59,0.9718875502008032,0.680657723929035,9711,0.8413783856261733,0.9641979102642901,7458,0.6666666666666666,0.8217922606924644,2421,0.06899055918663761,0.979381443298969,2754,0.045,0.75,200
rev1.0,nsl_kdd,0,-1,xgboost,4,0.7778122782114976,3.62,0.9719905262073937,0.681024531024531,9711,0.8412443014212926,0.9641924081758106,7458,0.6575795125981,0.8210417741103662,2421,0.08097312999273784,0.9823788546255506,2754,0.035,0.6363636363636364,200
rev1.0,nsl_kdd,0,-1,xgboost,5,0.7756387508871541,3.66,0.972299454227165,0.6777203560149296,9711,0.8366854384553499,0.9640043256604357,7458,0.6712102437009501,0.8329062019477191,2421,0.06136528685548293,0.9712643678160919,2754,0.05,0.7142857142857143,200
rev1.0,nsl_kdd,0,-1,xgboost,6,0.7762154009936125,3.66,0.9715786221810319,0.680883308075341,9711,0.8416465540359346,0.9642089093701997,7458,0.6658405617513424,0.8080200501253133,2421,0.05809731299927379,0.9815950920245399,2754,0.075,0.7894736842105263,200
rev1.0,nsl_kdd,0,-1,xgboost,7,0.7780784244144784,3.68,0.9716815981876222,0.6831245927749222,9711,0.8417806382408153,0.9642144063891875,7458,0.6464270962412226,0.8021527421834956,2421,0.0915032679738562,0.9882352941176471,2754,0.05,0.7142857142857143,200
rev1.0,nsl_kdd,0,-1,xgboost,8,0.7784332860184529,3.73,0.9718875502008032,0.6842601319509897,9711,0.8405738803968893,0.9641648723469701,7458,0.6707971912432878,0.8031651829871415,2421,0.0766158315177923,0.9768518518518519,2754,0.035,0.6363636363636364,200
rev1.0,nsl_kdd,0,-1,xgboost,9,0.7729772888573456,3.79,0.9719905262073937,0.6782352518502551,9711,0.8291767229820327,0.9636901979117968,7458,0.6654275092936803,0.8010939830929885,2421,0.06535947712418301,0.9836065573770492,2754,0.06,0.75,200
rev1.0,nsl_kdd,0,-1,xgboost,10,0.7757718239886444,3.67,0.9719905262073937,0.6809262732650411,9711,0.8439259855189059,0.9643021296154436,7458,0.6637752994630318,0.8035,2421,0.05156136528685548,0.9793103448275862,2754,0.035,0.7,200
rev1.0,nsl_kdd,0,-1,xgboost,11,0.7784332860184529,3.7,0.9717845741942127,0.6832959235392079,9711,0.8404397961920086,0.9640110735158413,7458,0.6658405617513424,0.8100502512562814,2421,0.0813362381989833,0.9781659388646288,2754,0.04,0.6666666666666666,200
rev1.0,nsl_kdd,0,-1,xgboost,12,0.7759492547906317,3.72,0.9719905262073937,0.6785765636232926,9711,0.8352105122016626,0.9637939037598638,7458,0.674514663362247,0.8289340101522843,2421,0.06681190994916485,0.9735449735449735,2754,0.04,0.6666666666666666,200
rev1.0,nsl_kdd,0,-1,xgboost,13,0.7793647977288858,3.6,0.9726083822469365,0.6830838215086426,9711,0.8420488066505766,0.9642253953631199,7458,0.6456009913258984,0.8149113660062565,2421,0.09876543209876543,0.9963369963369964,2754,0.05,0.7692307692307693,200
rev1.0,nsl_kdd,0,-1,xgboost,14,0.7720014194464159,3.59,0.9719905262073937,0.6755654165473804,9711,0.8381603647090373,0.9640653917334978,7458,0.6389921520033044,0.8086774699424987,2421,0.05737109658678286,0.9753086419753086,2754,0.045,0.6923076923076923,200
rev1.0,nsl_kdd,0,-1,xgboost,15,0.7707150461320085,3.58,0.9715786221810319,0.6716736669751548,9711,0.8289085545722714,0.9636788776305534,7458,0.6637752994630318,0.8352390852390852,2421,0.05119825708061002,0.9724137931034482,2754,0.05,0.7692307692307693,200
