schema_version,dataset,architecture,seed,aggregate_accuracy,train_time_sec,epochs_run,normal_recall,normal_precision,normal_support,bruteforce_recall,bruteforce_precision,bruteforce_support,dos_recall,dos_precision,dos_support,web_attacks_recall,web_attacks_precision,web_attacks_support,infiltration_recall,infiltration_precision,infiltration_support,botnet_recall,botnet_precision,botnet_support,ddos_recall,ddos_precision,ddos_support
1.0,cse_cic_ids2018,logistic_regression,21,0.9570989274731868,242.1,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,22,0.9570989274731868,242.71,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,23,0.9570989274731868,241.39,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,24,0.9570989274731868,240.86,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,25,0.9570989274731868,243.06,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,26,0.9570989274731868,240.17,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,27,0.9570989274731868,240.92,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,28,0.9570989274731868,239.17,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,29,0.9570989274731868,240.58,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,30,0.9570989274731868,240.94,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,31,0.9570989274731868,239.92,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,32,0.9570989274731868,243.29,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,33,0.9570989274731868,245.52,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,34,0.9570989274731868,244.43,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,35,0.9570989274731868,242.08,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,36,0.9570989274731868,244.05,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,37,0.9570989274731868,241.14,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
1.0,cse_cic_ids2018,logistic_regression,38,0.9570989274731868,243.07,,0.9905697327588804,0.9669431209928828,33191,0.8919491525423728,0.823069403714565,944,0.8914919852034525,0.9198473282442748,1622,0.0,nan,2,0.005025125628140704,0.2,398,0.49647390691114246,0.8888888888888888,709,0.8819023300351101,0.9222296395193591,3133
